time,force,tip,base
0.10250000000000001,1.1517820565724833e-08,-1.9923100817179352e-07,-2.0498999998891722e-07
0.10300000000000001,1.15967642440484e-08,-2.001915363395777e-07,-2.0598999998857425e-07
0.10350000000000001,1.1675879575879785e-08,-2.0115197868059177e-07,-2.0698999998823127e-07
0.10400000000000001,1.1755166132631743e-08,-2.0211233540912724e-07,-2.079899999878883e-07
0.1045,1.1834623488596187e-08,-2.0307260673803816e-07,-2.0898999998754533e-07
0.105,1.1914251220907465e-08,-2.0403279287875592e-07,-2.0998999998720235e-07
0.1055,1.1994048909526486e-08,-2.049928940413063e-07,-2.1098999998685938e-07
0.106,1.2074016137176352e-08,-2.0595291043432102e-07,-2.119899999865164e-07
0.1065,1.215415248934995e-08,-2.0691284226505713e-07,-2.1298999998617343e-07
0.107,1.2234457554255623e-08,-2.078726897394088e-07,-2.1398999998583046e-07
0.1075,1.2314930922802725e-08,-2.0883245306192333e-07,-2.149899999854875e-07
0.108,1.2395572188561824e-08,-2.0979213243581455e-07,-2.1598999998514451e-07
0.1085,1.2476380947741542e-08,-2.1075172806297767e-07,-2.1698999998480154e-07
0.109,1.2557356799163071e-08,-2.11711240144003e-07,-2.1798999998445857e-07
0.1095,1.2638499344230533e-08,-2.1267066887819005e-07,-2.189899999841156e-07
0.11,1.271980818689621e-08,-2.136300144635595e-07,-2.1998999998377262e-07
0.1105,1.2801282933652597e-08,-2.1458927709686906e-07,-2.2098999998342965e-07
0.111,1.2882923193484696e-08,-2.1554845697362433e-07,-2.2198999998308668e-07
0.1115,1.2964728577849538e-08,-2.1650755428809194e-07,-2.229899999827437e-07
0.112,1.3046698700676494e-08,-2.1746656923331572e-07,-2.2398999998240073e-07
0.1125,1.3128833178303111e-08,-2.1842550200112456e-07,-2.2498999998205776e-07
0.113,1.3211131629467784e-08,-2.1938435278214692e-07,-2.2598999998171478e-07
0.1135,1.32935936752917e-08,-2.2034312176582376e-07,-2.269899999813718e-07
0.114,1.3376218939243209e-08,-2.2130180914041964e-07,-2.2798999998102884e-07
0.1145,1.345900704712767e-08,-2.2226041509303567e-07,-2.2898999998068586e-07
0.115,1.3541957627043682e-08,-2.2321893980961916e-07,-2.299899999803429e-07
0.1155,1.3625070309378341e-08,-2.241773834749777e-07,-2.3098999997999992e-07
0.116,1.3708344726776214e-08,-2.2513574627278865e-07,-2.3198999997965694e-07
0.1165,1.3791780514120836e-08,-2.26094028385612e-07,-2.3298999997931397e-07
0.117,1.3875377308502083e-08,-2.270522299948995e-07,-2.33989999978971e-07
0.11750000000000001,1.3959134749213934e-08,-2.280103512810083e-07,-2.3498999997862802e-07
0.11800000000000001,1.4043052477708094e-08,-2.289683924232088e-07,-2.3598999997828505e-07
0.11850000000000001,1.4127130137598834e-08,-2.299263535996983e-07,-2.3698999997794208e-07
0.11900000000000001,1.4211367374617526e-08,-2.308842349876087e-07,-2.379899999775991e-07
0.11950000000000001,1.429576383737347e-08,-2.3184203676339053e-07,-2.389899999780124e-07
0.12000000000000001,1.4380319174677579e-08,-2.3279975910245104e-07,-2.399899999789929e-07
0.1205,1.4465033038631664e-08,-2.3375740217817245e-07,-2.4098999997997343e-07
0.121,1.4549905083492123e-08,-2.347149661634261e-07,-2.4198999998095395e-07
0.1215,1.4634934965356964e-08,-2.356724512301612e-07,-2.4298999998193446e-07
0.122,1.4720122342316997e-08,-2.3662985754933745e-07,-2.43989999982915e-07
0.1225,1.4805466874431896e-08,-2.375871852909202e-07,-2.449899999838955e-07
0.123,1.489096822374519e-08,-2.38544434623892e-07,-2.45989999984876e-07
0.1235,1.4976626054227806e-08,-2.395016057162568e-07,-2.469899999858565e-07
0.124,1.5062440031826043e-08,-2.404586987350581e-07,-2.4798999998683704e-07
0.1245,1.5148409824357735e-08,-2.4141571384637635e-07,-2.4898999998781756e-07
0.125,1.5234535101554924e-08,-2.423726512153465e-07,-2.4998999998879807e-07
0.1255,1.5320815535031126e-08,-2.433295110061639e-07,-2.509899999897786e-07
0.126,1.5407250798256556e-08,-2.4428629338209304e-07,-2.519899999907591e-07
0.1265,1.549384056654759e-08,-2.452429985054769e-07,-2.529899999917396e-07
0.127,1.558058451703967e-08,-2.461996265377436e-07,-2.5398999999272014e-07
0.1275,1.5667482328692646e-08,-2.4715617763941813e-07,-2.5498999999370065e-07
0.128,1.575453368224791e-08,-2.481126519701273e-07,-2.5598999999468117e-07
0.1285,1.5841738260233383e-08,-2.4906904968861077e-07,-2.569899999956617e-07
0.129,1.592909574692164e-08,-2.500253709527255e-07,-2.579899999966422e-07
0.1295,1.6016605828353644e-08,-2.5098161591945863e-07,-2.589899999976227e-07
0.13,1.610426819227852e-08,-2.519377847449309e-07,-2.5998999999860323e-07
0.1305,1.6192082528163993e-08,-2.5289387758440627e-07,-2.6098999999958375e-07
0.131,1.6280048527191417e-08,-2.53849894592302e-07,-2.6199000000056426e-07
0.1315,1.636816588219865e-08,-2.5480583592219036e-07,-2.629900000015448e-07
0.132,1.6456434287730162e-08,-2.557617017268145e-07,-2.639900000025253e-07
0.1325,1.6544853439914773e-08,-2.5671749215808323e-07,-2.649900000035058e-07
0.133,1.663342303660778e-08,-2.576732073670958e-07,-2.659900000044863e-07
0.1335,1.6722142777223742e-08,-2.586288475041328e-07,-2.6699000000546684e-07
0.134,1.6811012362809117e-08,-2.5958441271867227e-07,-2.6799000000644736e-07
0.1345,1.6900031495998674e-08,-2.605399031593937e-07,-2.6899000000742787e-07
0.135,1.6989199881028454e-08,-2.61495318974188e-07,-2.699900000084084e-07
0.1355,1.7078517223669444e-08,-2.624506603101589e-07,-2.709900000093889e-07
0.136,1.7167983231282588e-08,-2.634059273136367e-07,-2.719900000103694e-07
0.1365,1.7257597612726824e-08,-2.6436112013017716e-07,-2.7299000001134994e-07
0.137,1.7347360078440808e-08,-2.653162389045778e-07,-2.7399000001233045e-07
0.1375,1.7437270340340326e-08,-2.6627128378087487e-07,-2.7499000001331097e-07
0.138,1.752732811184558e-08,-2.67226254902355e-07,-2.759900000142915e-07
0.1385,1.7617533107873384e-08,-2.6818115241156114e-07,-2.76990000015272e-07
0.139,1.770788504481436e-08,-2.6913597645029823e-07,-2.779900000162525e-07
0.1395,1.7798383640527815e-08,-2.7009072715964045e-07,-2.7899000001723303e-07
0.14,1.7889028614305184e-08,-2.710454046799345e-07,-2.7999000001821355e-07
0.1405,1.7979819686895537e-08,-2.720000091508098e-07,-2.8099000001919406e-07
0.14100000000000001,1.8070756580477223e-08,-2.7295454071118297e-07,-2.819900000201746e-07
0.14150000000000001,1.8161839018618306e-08,-2.7390899949926104e-07,-2.829900000211551e-07
0.14200000000000002,1.8253066726314178e-08,-2.74863385652552e-07,-2.839900000221356e-07
0.14250000000000002,1.8344439429932705e-08,-2.7581769930786684e-07,-2.849900000231161e-07
0.14300000000000002,1.843595685724154e-08,-2.7677194060132844e-07,-2.8599000002409664e-07
0.14350000000000002,1.852761873735305e-08,-2.777261096683738e-07,-2.8699000002507716e-07
0.14400000000000002,1.8619424800759828e-08,-2.786802066437637e-07,-2.8799000002605767e-07
0.1445,1.871137477928103e-08,-2.7963423166158463e-07,-2.889900000270382e-07
0.145,1.8803468406074202e-08,-2.805881848552558e-07,-2.899900000280187e-07
0.1455,1.8895705415631657e-08,-2.815420663575359e-07,-2.909900000289992e-07
0.146,1.8988085543744077e-08,-2.8249587630052577e-07,-2.9199000002997973e-07
0.1465,1.9080608527513003e-08,-2.834496148156765e-07,-2.9299000003096025e-07
0.147,1.9173274105333517e-08,-2.8440328203379283e-07,-2.9399000003194077e-07
0.1475,1.9266082016865533e-08,-2.853568780850379e-07,-2.949900000329213e-07
0.148,1.9359032003063693e-08,-2.863104030989414e-07,-2.959900000339018e-07
0.1485,1.945212380612644e-08,-2.872638572044012e-07,-2.969900000348823e-07
0.149,1.954535716951239e-08,-2.8821724052969106e-07,-2.9799000003586283e-07
0.1495,1.9638731837905762e-08,-2.891705532024626e-07,-2.9899000003684335e-07
0.15,1.9732247557244034e-08,-2.9012379534975447e-07,-2.9999000003782386e-07
0.1505,1.9825904074664407e-08,-2.910769670979925e-07,-3.009900000388044e-07
0.151,1.9919701138530412e-08,-2.920300685729987e-07,-3.019900000397849e-07
0.1515,2.0013638498391857e-08,-2.929830998999923e-07,-3.029900000407654e-07
0.152,2.010771590501092e-08,-2.939360612035984e-07,-3.039900000417459e-07
0.1525,2.020193311032315e-08,-2.9488895260784977e-07,-3.0499000004272644e-07
0.153,2.0296289867428973e-08,-2.9584177423619107e-07,-3.0599000004370696e-07
0.1535,2.039078593061371e-08,-2.9679452621148693e-07,-3.0699000004468747e-07
0.154,2.0485421055290737e-08,-2.977472086560213e-07,-3.07990000045668e-07
0.1545,2.0580194998047684e-08,-2.986998216915076e-07,-3.089900000466485e-07
0.155,2.0675107516597863e-08,-2.9965236543908887e-07,-3.09990000047629e-07
0.1555,2.077015836977798e-08,-3.00604840019343e-07,-3.1099000004860953e-07
0.156,2.086534731755617e-08,-3.01557245552289e-07,-3.1199000004959005e-07
0.1565,2.0960674120999583e-08,-3.025095821573887e-07,-3.1299000005057057e-07
0.157,2.1056138542300954e-08,-3.034618499535539e-07,-3.139900000515511e-07
0.1575,2.1151740344722924e-08,-3.0441404905914665e-07,-3.149900000525316e-07
0.158,2.1247479292629186e-08,-3.0536617959198704e-07,-3.159900000535121e-07
0.1585,2.1343355151462506e-08,-3.063182416693558e-07,-3.1699000005449263e-07
0.159,2.1439367687726563e-08,-3.0727023540799785e-07,-3.1799000005547314e-07
0.1595,2.1535516668995608e-08,-3.082221609241273e-07,-3.1899000005645366e-07
0.16,2.1631801863895865e-08,-3.0917401833343095e-07,-3.199900000574342e-07
0.1605,2.1728223042103757e-08,-3.101258077510725e-07,-3.209900000584147e-07
0.161,2.182477997432491e-08,-3.110775292916955e-07,-3.219900000593952e-07
0.1615,2.1921472432312414e-08,-3.1202918306942935e-07,-3.229900000603757e-07
0.162,2.201830018882656e-08,-3.1298076919789027e-07,-3.2399000006135624e-07
0.1625,2.21152630176386e-08,-3.13932287790186e-07,-3.2499000006233675e-07
0.163,2.2212360693562945e-08,-3.148837389589234e-07,-3.2599000006331727e-07
0.1635,2.2309592992376927e-08,-3.158351228162051e-07,-3.269900000642978e-07
0.164,2.240695969086153e-08,-3.167864394736381e-07,-3.279900000652783e-07
0.1645,2.2504460566798663e-08,-3.177376890423369e-07,-3.289900000662588e-07
0.165,2.2602095398943664e-08,-3.186888716329262e-07,-3.2999000006723933e-07
0.1655,2.2699863967007846e-08,-3.196399873555431e-07,-3.3099000006821985e-07
0.166,2.279776605168909e-08,-3.205910363198442e-07,-3.3199000006920037e-07
0.1665,2.289580143459699e-08,-3.2154201863500193e-07,-3.329900000701809e-07
0.167,2.2993969898399762e-08,-3.224929344097239e-07,-3.339900000711614e-07
0.1675,2.3092271226637604e-08,-3.2344378375223826e-07,-3.349900000721419e-07
0.168,2.3190705203699785e-08,-3.2439456677029616e-07,-3.3599000007312243e-07
0.1685,2.3289271615082763e-08,-3.2534528357119955e-07,-3.3699000007410294e-07
0.169,2.338797024712766e-08,-3.2629593426178096e-07,-3.3799000007508346e-07
0.1695,2.3486800887011976e-08,-3.272465189484057e-07,-3.38990000076064e-07
0.17,2.3585763322960733e-08,-3.2819703773699663e-07,-3.399900000770445e-07
0.1705,2.3684857344048872e-08,-3.291474907330191e-07,-3.40990000078025e-07
0.171,2.3784082740200456e-08,-3.300978780414838e-07,-3.419900000790055e-07
0.1715,2.3883439302335457e-08,-3.3104819976696586e-07,-3.4299000007998604e-07
0.17200000000000001,2.3982926822158495e-08,-3.319984560135871e-07,-3.4399000008096655e-07
0.17250000000000001,2.4082545092306162e-08,-3.329486468850348e-07,-3.4499000008194707e-07
0.17300000000000001,2.4182293906288145e-08,-3.3389877248455916e-07,-3.459900000829276e-07
0.17350000000000002,2.42821730584695e-08,-3.348488329149753e-07,-3.469900000839081e-07
0.17400000000000002,2.438218234407819e-08,-3.357988282786673e-07,-3.479900000848886e-07
0.17450000000000002,2.4482321559202298e-08,-3.367487586775922e-07,-3.4899000008586913e-07
0.17500000000000002,2.4582590500781983e-08,-3.37698624213282e-07,-3.4999000008684965e-07
0.17550000000000002,2.468298896660306e-08,-3.3864842498684683e-07,-3.5099000008783016e-07
0.17600000000000002,2.478351675526747e-08,-3.3959816109897585e-07,-3.519900000888107e-07
0.1765,2.4884173666238793e-08,-3.4054783264994457e-07,-3.529900000897912e-07
0.177,2.4984959499792153e-08,-3.4149743973961356e-07,-3.539900000907717e-07
0.1775,2.508587405703212e-08,-3.424469824674336e-07,-3.5499000009175223e-07
0.178,2.5186917139863787e-08,-3.433964609324461e-07,-3.5599000009273274e-07
0.1785,2.5288088551015267e-08,-3.443458752332884e-07,-3.5699000009371326e-07
0.179,2.538938809402953e-08,-3.452952254681968e-07,-3.579900000946938e-07
